student_id,risk_level,title,category,priority,status,detail
ST1300,Low Risk,Complete the non-engaged lesson: Software Maintenance & Evolution,Study planning,Medium,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1300,Low Risk,Run timed quiz practice on the weakest topic,Revision support,Medium,Pending,Quiz average of 54 sits below the cohort mid-point.
ST1300,Low Risk,Work through: Software Maintenance,Learning resource,Medium,Recommended,PDF - 45 min - Intermediate - Software Maintenance & Evolution.
ST1300,Low Risk,Extend with advanced material to consolidate mastery,Learning resource,Low,Suggested,Low risk with strong ability - enrichment path unlocked.
ST1301,Medium Risk,Complete the non-engaged lesson: Software Testing,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1301,Medium Risk,Work through: Software Testing,Learning resource,High,Recommended,PDF - 45 min - Intermediate - Software Testing.
ST1301,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1301,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 4 day(s) past the due date.
ST1302,Medium Risk,Complete the non-engaged lesson: Software Testing,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1302,Medium Risk,Work through: Software Testing,Learning resource,High,Recommended,PDF - 45 min - Intermediate - Software Testing.
ST1302,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1303,Medium Risk,Complete the non-engaged lesson: UI/UX Design,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1303,Medium Risk,Work through: Introduction to UI/UX Design,Learning resource,High,Recommended,PDF - 45 min - Intermediate - UI/UX Design.
ST1303,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1303,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 1 day(s) past the due date.
ST1303,Medium Risk,Run timed quiz practice on the weakest topic,Revision support,Medium,Pending,Quiz average of 40 sits below the cohort mid-point.
ST1304,Medium Risk,Complete the non-engaged lesson: General,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1304,Medium Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 46% (18/27 sessions).
ST1304,Medium Risk,Work through: Pre-reading Material,Learning resource,High,Recommended,PDF - 30 min - Foundational - General.
ST1304,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1304,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 1 day(s) past the due date.
ST1305,Medium Risk,Complete the non-engaged lesson: Software Maintenance & Evolution,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log. 2 lessons flagged in total.
ST1305,Medium Risk,Work through: Software Testing,Learning resource,High,Recommended,PDF - 45 min - Intermediate - Software Testing.
ST1305,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1305,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 5 day(s) past the due date.
ST1306,Medium Risk,Complete the non-engaged lesson: Software Measurement,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1306,Medium Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 47% (24/25 sessions).
ST1306,Medium Risk,Work through: Software Measurement,Learning resource,High,Recommended,PDF - 60 min - Advanced - Software Measurement.
ST1306,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1306,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 5 day(s) past the due date.
ST1307,Medium Risk,Complete the non-engaged lesson: Software Measurement,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1307,Medium Risk,Work through: Software Measurement,Learning resource,High,Recommended,PDF - 60 min - Advanced - Software Measurement.
ST1307,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1307,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 1 day(s) past the due date.
ST1307,Medium Risk,Run timed quiz practice on the weakest topic,Revision support,Medium,Pending,Quiz average of 57 sits below the cohort mid-point.
ST1308,High Risk,Schedule an academic support meeting this week,Academic support,Critical,Alert raised,Module 02 flags high risk (score 0.85) with performance at 21/100.
ST1308,High Risk,Complete the non-engaged lesson: Software Engineering Methods,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1308,High Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 28% (10/30 sessions).
ST1308,High Risk,Run timed quiz practice on the weakest topic,Revision support,High,Pending,Quiz average of 51 sits below the cohort mid-point.
ST1308,High Risk,Work through: Lesson 01 - Software Engineering Methods,Learning resource,High,Recommended,PDF - 45 min - Foundational - Software Engineering Methods.
ST1309,Medium Risk,Complete the non-engaged lesson: UI/UX Design,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log. 2 lessons flagged in total.
ST1309,Medium Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 34% (9/26 sessions).
ST1309,Medium Risk,Work through: Decision Tables,Learning resource,High,Recommended,PDF - 45 min - Intermediate - Managing Software Projects.
ST1309,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1309,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 4 day(s) past the due date.
ST1310,Medium Risk,Complete the non-engaged lesson: Software Development Models,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log. 2 lessons flagged in total.
ST1310,Medium Risk,Lift LMS activity to three study sessions per week,Study planning,High,Pending,Engagement index 37/100 with 8 logins recorded.
ST1310,Medium Risk,Work through: Lesson 02 - Software Development Models,Learning resource,High,Recommended,PDF - 45 min - Beginner - Software Development Models.
ST1310,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1310,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 2 day(s) past the due date.
ST1311,Medium Risk,Complete the non-engaged lesson: Software Maintenance & Evolution,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1311,Medium Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 41% (27/27 sessions).
ST1311,Medium Risk,Work through: Software Maintenance,Learning resource,High,Recommended,PDF - 45 min - Intermediate - Software Maintenance & Evolution.
ST1311,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1311,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 3 day(s) past the due date.
ST1312,Medium Risk,Complete the non-engaged lesson: Software Testing,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1312,Medium Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 22% (12/30 sessions).
ST1312,Medium Risk,Work through: Software Testing,Learning resource,High,Recommended,PDF - 45 min - Intermediate - Software Testing.
ST1312,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1312,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 4 day(s) past the due date.
ST1313,Medium Risk,Complete the non-engaged lesson: Software Development Models,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log. 2 lessons flagged in total.
ST1313,Medium Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 55% (20/27 sessions).
ST1313,Medium Risk,Work through: Lab Session 2 Recording,Learning resource,High,Recommended,Video - 60 min - Beginner - Agile & Scrum.
ST1313,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1313,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 5 day(s) past the due date.
ST1314,Medium Risk,Complete the non-engaged lesson: Software Maintenance & Evolution,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log. 2 lessons flagged in total.
ST1314,Medium Risk,Work through: Software Testing,Learning resource,High,Recommended,PDF - 45 min - Intermediate - Software Testing.
ST1314,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1314,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 3 day(s) past the due date.
ST1314,Medium Risk,Run timed quiz practice on the weakest topic,Revision support,Medium,Pending,Quiz average of 51 sits below the cohort mid-point.
ST1315,Medium Risk,Complete the non-engaged lesson: Agile & Scrum,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1315,Medium Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 42% (26/26 sessions).
ST1315,Medium Risk,Work through: Lesson 03 - Agile Scrum,Learning resource,High,Recommended,PDF - 45 min - Intermediate - Agile & Scrum.
ST1315,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1315,Medium Risk,Run timed quiz practice on the weakest topic,Revision support,Medium,Pending,Quiz average of 40 sits below the cohort mid-point.
ST1316,Medium Risk,Complete the non-engaged lesson: Software Measurement,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log. 2 lessons flagged in total.
ST1316,Medium Risk,Work through: Software Measurement,Learning resource,High,Recommended,PDF - 60 min - Advanced - Software Measurement.
ST1316,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1316,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 5 day(s) past the due date.
ST1316,Medium Risk,Run timed quiz practice on the weakest topic,Revision support,Medium,Pending,Quiz average of 27 sits below the cohort mid-point.
ST1317,Low Risk,Complete the non-engaged lesson: Software Testing,Study planning,Medium,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1317,Low Risk,Run timed quiz practice on the weakest topic,Revision support,Medium,Pending,Quiz average of 52 sits below the cohort mid-point.
ST1317,Low Risk,Work through: Software Testing,Learning resource,Medium,Recommended,PDF - 45 min - Intermediate - Software Testing.
ST1317,Low Risk,Join the module discussion forum for peer support,Study planning,Low,Suggested,Almost no forum or chat interaction logged.
ST1318,Medium Risk,Complete the non-engaged lesson: Software Measurement,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1318,Medium Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 36% (19/27 sessions).
ST1318,Medium Risk,Work through: Software Measurement,Learning resource,High,Recommended,PDF - 60 min - Advanced - Software Measurement.
ST1318,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1318,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 2 day(s) past the due date.
ST1319,Medium Risk,Complete the non-engaged lesson: Software Testing,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log. 2 lessons flagged in total.
ST1319,Medium Risk,Work through: Software Testing,Learning resource,High,Recommended,PDF - 45 min - Intermediate - Software Testing.
ST1319,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1319,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 4 day(s) past the due date.
ST1319,Medium Risk,Run timed quiz practice on the weakest topic,Revision support,Medium,Pending,Quiz average of 55 sits below the cohort mid-point.
ST1320,Medium Risk,Complete the non-engaged lesson: Software Testing,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1320,Medium Risk,Work through: Software Testing,Learning resource,High,Recommended,PDF - 45 min - Intermediate - Software Testing.
ST1320,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1320,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 2 day(s) past the due date.
ST1321,Medium Risk,Complete the non-engaged lesson: Software Testing,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log. 2 lessons flagged in total.
ST1321,Medium Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 22% (21/28 sessions).
ST1321,Medium Risk,Lift LMS activity to three study sessions per week,Study planning,High,Pending,Engagement index 28/100 with 3 logins recorded.
ST1321,Medium Risk,Work through: Software Testing,Learning resource,High,Recommended,PDF - 45 min - Intermediate - Software Testing.
ST1321,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1322,Medium Risk,Complete the non-engaged lesson: Software Measurement,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1322,Medium Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 40% (23/25 sessions).
ST1322,Medium Risk,Work through: Software Measurement,Learning resource,High,Recommended,PDF - 60 min - Advanced - Software Measurement.
ST1322,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1322,Medium Risk,Run timed quiz practice on the weakest topic,Revision support,Medium,Pending,Quiz average of 51 sits below the cohort mid-point.
ST1323,Medium Risk,Complete the non-engaged lesson: UI/UX Design,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1323,Medium Risk,Work through: Introduction to UI/UX Design,Learning resource,High,Recommended,PDF - 45 min - Intermediate - UI/UX Design.
ST1323,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1323,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 1 day(s) past the due date.
ST1323,Medium Risk,Run timed quiz practice on the weakest topic,Revision support,Medium,Pending,Quiz average of 30 sits below the cohort mid-point.
ST1324,Low Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 56% (12/25 sessions).
ST1324,Low Risk,Complete the non-engaged lesson: Requirements Engineering,Study planning,Medium,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1324,Low Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 4 day(s) past the due date.
ST1324,Low Risk,Work through: Lesson 04 - Requirements Engineering,Learning resource,Medium,Recommended,PDF - 45 min - Intermediate - Requirements Engineering.
ST1325,Medium Risk,Complete the non-engaged lesson: Software Maintenance & Evolution,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log. 2 lessons flagged in total.
ST1325,Medium Risk,Work through: Software Testing,Learning resource,High,Recommended,PDF - 45 min - Intermediate - Software Testing.
ST1325,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1325,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 3 day(s) past the due date.
ST1326,Medium Risk,Complete the non-engaged lesson: Agile & Scrum,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log. 2 lessons flagged in total.
ST1326,Medium Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 24% (18/27 sessions).
ST1326,Medium Risk,Lift LMS activity to three study sessions per week,Study planning,High,Pending,Engagement index 38/100 with 19 logins recorded.
ST1326,Medium Risk,Work through: Lesson 04 - Requirements Engineering,Learning resource,High,Recommended,PDF - 45 min - Intermediate - Requirements Engineering.
ST1326,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1327,Medium Risk,Complete the non-engaged lesson: UI/UX Design,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1327,Medium Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 36% (16/25 sessions).
ST1327,Medium Risk,Work through: Lab Session 3 (Git),Learning resource,High,Recommended,URL/Lab - 60 min - Intermediate - UI/UX Design.
ST1327,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1327,Medium Risk,Run timed quiz practice on the weakest topic,Revision support,Medium,Pending,Quiz average of 57 sits below the cohort mid-point.
ST1328,Medium Risk,Complete the non-engaged lesson: Managing Software Projects,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1328,Medium Risk,Work through: Maven Lab - 2,Learning resource,High,Recommended,URL/Lab - 45 min - Intermediate - Managing Software Projects.
ST1328,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1328,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 1 day(s) past the due date.
ST1328,Medium Risk,Run timed quiz practice on the weakest topic,Revision support,Medium,Pending,Quiz average of 41 sits below the cohort mid-point.
ST1329,Medium Risk,Complete the non-engaged lesson: Managing Software Projects,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1329,Medium Risk,Work through: Maven Lab - 2,Learning resource,High,Recommended,URL/Lab - 45 min - Intermediate - Managing Software Projects.
ST1329,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1329,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 2 day(s) past the due date.
ST1330,Low Risk,Complete the non-engaged lesson: UI/UX Design,Study planning,Medium,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1330,Low Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 3 day(s) past the due date.
ST1330,Low Risk,Run timed quiz practice on the weakest topic,Revision support,Medium,Pending,Quiz average of 38 sits below the cohort mid-point.
ST1330,Low Risk,Work through: Lab Session 3 (Git),Learning resource,Medium,Recommended,URL/Lab - 60 min - Intermediate - UI/UX Design.
ST1331,Medium Risk,Complete the non-engaged lesson: Software Measurement,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log. 2 lessons flagged in total.
ST1331,Medium Risk,Work through: Pre-reading Material,Learning resource,High,Recommended,PDF - 30 min - Foundational - General.
ST1331,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1331,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 2 day(s) past the due date.
ST1332,Low Risk,Complete the non-engaged lesson: Requirements Engineering,Study planning,Medium,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1332,Low Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 2 day(s) past the due date.
ST1332,Low Risk,Run timed quiz practice on the weakest topic,Revision support,Medium,Pending,Quiz average of 37 sits below the cohort mid-point.
ST1332,Low Risk,Work through: Lesson 04 - Requirements Engineering,Learning resource,Medium,Recommended,PDF - 45 min - Intermediate - Requirements Engineering.
ST1333,Medium Risk,Complete the non-engaged lesson: Software Testing,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log. 2 lessons flagged in total.
ST1333,Medium Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 47% (8/27 sessions).
ST1333,Medium Risk,Lift LMS activity to three study sessions per week,Study planning,High,Pending,Engagement index 39/100 with 13 logins recorded.
ST1333,Medium Risk,Work through: Software Testing,Learning resource,High,Recommended,PDF - 45 min - Intermediate - Software Testing.
ST1333,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1334,Medium Risk,Complete the non-engaged lesson: Software Testing,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log. 2 lessons flagged in total.
ST1334,Medium Risk,Work through: Software Testing,Learning resource,High,Recommended,PDF - 45 min - Intermediate - Software Testing.
ST1334,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1334,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 1 day(s) past the due date.
ST1334,Medium Risk,Run timed quiz practice on the weakest topic,Revision support,Medium,Pending,Quiz average of 45 sits below the cohort mid-point.
ST1335,Low Risk,Complete the non-engaged lesson: Managing Software Projects,Study planning,Medium,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1335,Low Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 3 day(s) past the due date.
ST1335,Low Risk,Work through: Maven Lab - 2,Learning resource,Medium,Recommended,URL/Lab - 45 min - Intermediate - Managing Software Projects.
ST1335,Low Risk,Extend with advanced material to consolidate mastery,Learning resource,Low,Suggested,Low risk with strong ability - enrichment path unlocked.
ST1336,Medium Risk,Complete the non-engaged lesson: General,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log. 2 lessons flagged in total.
ST1336,Medium Risk,Work through: Lesson 01 - Software Engineering Methods,Learning resource,High,Recommended,PDF - 45 min - Foundational - Software Engineering Methods.
ST1336,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1336,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 4 day(s) past the due date.
ST1336,Medium Risk,Run timed quiz practice on the weakest topic,Revision support,Medium,Pending,Quiz average of 55 sits below the cohort mid-point.
ST1337,Medium Risk,Complete the non-engaged lesson: Software Engineering Methods,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1337,Medium Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 32% (22/30 sessions).
ST1337,Medium Risk,Work through: Lesson 01 - Software Engineering Methods,Learning resource,High,Recommended,PDF - 45 min - Foundational - Software Engineering Methods.
ST1337,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1337,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 4 day(s) past the due date.
ST1338,Low Risk,Complete the non-engaged lesson: General,Study planning,Medium,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1338,Low Risk,Work through: Pre-reading Material,Learning resource,Medium,Recommended,PDF - 30 min - Foundational - General.
ST1338,Low Risk,Extend with advanced material to consolidate mastery,Learning resource,Low,Suggested,Low risk with strong ability - enrichment path unlocked.
ST1339,Medium Risk,Complete the non-engaged lesson: Software Testing,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log. 2 lessons flagged in total.
ST1339,Medium Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 52% (4/30 sessions).
ST1339,Medium Risk,Work through: Software Testing,Learning resource,High,Recommended,PDF - 45 min - Intermediate - Software Testing.
ST1339,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1339,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 2 day(s) past the due date.
ST1340,Medium Risk,Complete the non-engaged lesson: Managing Software Projects,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log. 2 lessons flagged in total.
ST1340,Medium Risk,Work through: Maven Lab - 2,Learning resource,High,Recommended,URL/Lab - 45 min - Intermediate - Managing Software Projects.
ST1340,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1340,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 4 day(s) past the due date.
ST1341,Medium Risk,Complete the non-engaged lesson: UI/UX Design,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1341,Medium Risk,Work through: Introduction to UI/UX Design,Learning resource,High,Recommended,PDF - 45 min - Intermediate - UI/UX Design.
ST1341,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1341,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 3 day(s) past the due date.
ST1341,Medium Risk,Run timed quiz practice on the weakest topic,Revision support,Medium,Pending,Quiz average of 38 sits below the cohort mid-point.
ST1342,Medium Risk,Complete the non-engaged lesson: General,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1342,Medium Risk,Work through: Software Engineering by Sommerville (Textbook),Learning resource,High,Recommended,PDF - 120 min - Foundational - General.
ST1342,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1342,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 5 day(s) past the due date.
ST1343,Medium Risk,Complete the non-engaged lesson: Agile & Scrum,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1343,Medium Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 22% (14/25 sessions).
ST1343,Medium Risk,Work through: Lesson 03 - Agile Scrum,Learning resource,High,Recommended,PDF - 45 min - Intermediate - Agile & Scrum.
ST1343,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1343,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 1 day(s) past the due date.
ST1344,Medium Risk,Complete the non-engaged lesson: Requirements Engineering,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1344,Medium Risk,Work through: Lesson 04 - Requirements Engineering,Learning resource,High,Recommended,PDF - 45 min - Intermediate - Requirements Engineering.
ST1344,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1344,Medium Risk,Run timed quiz practice on the weakest topic,Revision support,Medium,Pending,Quiz average of 53 sits below the cohort mid-point.
ST1345,Medium Risk,Complete the non-engaged lesson: Software Measurement,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log. 2 lessons flagged in total.
ST1345,Medium Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 46% (4/28 sessions).
ST1345,Medium Risk,Work through: Software Measurement,Learning resource,High,Recommended,PDF - 60 min - Advanced - Software Measurement.
ST1345,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1345,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 1 day(s) past the due date.
ST1346,Medium Risk,Complete the non-engaged lesson: Managing Software Projects,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1346,Medium Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 40% (26/28 sessions).
ST1346,Medium Risk,Work through: Maven Lab - 2,Learning resource,High,Recommended,URL/Lab - 45 min - Intermediate - Managing Software Projects.
ST1346,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1346,Medium Risk,Run timed quiz practice on the weakest topic,Revision support,Medium,Pending,Quiz average of 54 sits below the cohort mid-point.
ST1347,Medium Risk,Complete the non-engaged lesson: Software Measurement,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1347,Medium Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 29% (23/27 sessions).
ST1347,Medium Risk,Lift LMS activity to three study sessions per week,Study planning,High,Pending,Engagement index 39/100 with 4 logins recorded.
ST1347,Medium Risk,Work through: Software Measurement,Learning resource,High,Recommended,PDF - 60 min - Advanced - Software Measurement.
